companyid,text,category,year
CT01Z1O5IQ,"Superior Industries International, Inc. is engaged in designing and manufacturing aluminum road wheels for sale to original equipment manufacturers (OEMs). It operates in the segment of automotive wheels. Its supplies cast aluminum wheels. The Company offers its products to the automobile and light truck manufacturers. It has wheel manufacturing operations in the United States and Mexico. Products made in its North American facilities are delivered primarily to automotive assembly operations in North America, both for domestic and internationally branded customers. The Company's OEM aluminum road wheels are sold for factory installation, as either optional or standard equipment, on many vehicle models manufactured by Ford, General Motors (GM), Toyota, Fiat Chrysler Automobiles N.V. (FCA), BMW, Mitsubishi, Nissan, Subaru, Volkswagen and Tesla.",wholesale,1992
CT01Z1ZI15,"Manufactures screening equipment and technology for the process industries. The Company engineers and manufactures a full line of screening equipment, feeders, conveyors and automated analyzers serving a global market in such industries as chemical processing, food processing, mineral processing, plastic compounding and agribusiness.  ",wholesale,1844
CT01Z21BHC,"Sells, rents, and services portable exchange tanks and automatic water softeners to household and commercial users. ",wholesale,
CT01Z23VP3,"Provides office products and accessories to small and medium-sized commercial market coast-to-coast. Prime provides services like marketing identity products, sales training tools, pricing matrixes, off-site management of computer systems, cash management, budget and financial planning support, payroll administration. The Company offers cash performance guarantees that pay their customers any time they fail on service levels.  ",wholesale,1999
CT01Z2QRUH,"LHP Hospital Group, Inc. based in Plano, Texas, operates and manages acute care hospitals in small cities and in select urban markets throughout the United States. The Company acquires and develops hospitals in partnership with not-for-profit hospital companies. It provides healthcare services by emphasizing on the patient's health and needs, fostering physician participation and involvement in hospital decision making, involving local leaders in the governance of each facility and contributions of their employees. ",wholesale,
CT02AOXKSC,"Sunburst Farms, Inc. is a United States-based company that imports and distributes fresh cut flowers in the United States. The Company supplies different flower types to national supermarket chains, big box retailers and traditional wholesale florists. It provides products and services to three different marketing channels that include wholesale florists, mass markets, and international markets. Its product categories are High-end hand-tied Bouquets, Consumer Bunches, Bulk Grower Bunches, Vase-Ready Solutions, Quality Assurance Training, Merchandising Solutions, Marketing, and Product/Business Development. ",wholesale,1991
CT02AP3D8V,Acquires and operates dairy operations in Texas and Louisiana.  ,wholesale,1987
CT02AP3RWQ,"Oregon Potato Company produces vegetables & fruits. The Company offers dehydrated potatoes, flakes, flour, dices, and slices; dehydrofrozen products, including potatoes, carrots, and onions; and blanched and roasted potatoes. It also engages in frozen vegetable processing, including corn, carrots, green and red peppers, onions, zucchini, and apple wedges; the roasting of fresh and frozen corn along with carrots, peppers, and onions and potatoes; and packaging and blending. ",wholesale,1978
CT02AQAB9A,"Solara Medical Supplies is a United States-based company which provides medical supplies for the diabetic community. The Company offers Insulin Pumps, Cartridges Reservoirs, Infusion Sets, Insertion Devices, Accessories, Skin Preps and Dressings.",wholesale,2002
CT02BAA0OJ,"Legend Brands, Inc. provides equipments and solutions for cleaning & damage restoration. It markets Dri-Eaz, ProRestore and Sapphire Scientific products. It sells dehumidifiers, air movers, chemicals, air filtration equipment, water extractors, water detection instruments and accessories. ",wholesale,1994
CT02BAZBEI,"London's Farm Dairy Inc. processes milk and other dairy products. The company processes milk, orange juice and cultured products in a Port Huron facility, and produces ice cream at a Burton, Michigan plant. ",wholesale,1946
CT02BHZJDN,"Supplies furniture, fixture and equipment solutions.",wholesale,
CT02BJXIPH,"Border Construction Specialties, LLC is a United States-based construction company. The Company operates at over 10 operating locations specializing in concrete accessories, masonry supplies, fabricated rebar, industrial maintenance and sustainable building products. Its divisions include Concrete Accessories, Masonry Supplies, Safety and Government. It offers architectural concrete stains and sealers, concrete repair or waterproofing materials, form and tilt products or tools and equipment for all concrete construction product needs. Under Masonry Supplies division, it offers masonry, hardscape/landscape products, stone and brick veneer, pavers, lighting and bulk materials. It offers product demonstrations; personal protection equipment, including safety vests and hardhats, and fall protection products, along with a safety catalog with over 400 pages of safety products. The Government Division is dedicated to serving the needs of Federal, State and local entities across the country.",wholesale,1955
CT02BLVV3C,"Simple Contacts Inc. is a United States-based, which provides mobile application to renew contact lens prescriptions. Its mobile application allows users to take vision test and within 24 hours, a licensed ophthalmologist reviews their test results to make sure that prescribed contacts are right and are shipped to their customers on time.",wholesale,2015
C000000140,"Supervalu, Inc., formerly Albertson Inc, is a United States-based retailing company. The Company provides grocery retail, wholesale distribution, and supply chain services. It operates five retail stores in Columbia under the banners Cub Foods, Farm Fresh, Hornbachers, Shop n Save, and Shoppers. The Company provides grocery wholesale distribution services to over 3000 independently owned stores. It also provides retail and vendor support services, international supply chain, and military grocery distribution. The Company also offers professional services that include grocery development services, grocery marketing services, grocery business services, and business systems support.",retail,1939
C000000365,"ANN INC., through its wholly owned subsidiaries, is a specialty retailer of women's apparel, shoes and accessories sold primarily under the Ann Taylor and LOFT brands. The Company operates in four segments: Ann Taylor, LOFT, Ann Taylor Factory and LOFT Outlet. The Company operates approximately 1,030 retail stores in 47 states of the United States, the District of Columbia, Puerto Rico and Canada, comprising 245 Ann Taylor stores, 537 LOFT stores, 116 Ann Taylor Factory stores, 127 LOFT Outlet stores and five Lou & Grey stores. In addition, the Company's clients shop online in over 100 countries across the world at www.anntaylor.com and www.LOFT.com, and at three LOFT franchise locations in Mexico. The Company's wholly owned subsidiary, AnnTaylor Distribution Services, Inc., owns its 256,000 square foot distribution center located in Louisville, Kentucky. The distribution center is located on approximately 29 acres.",retail,1989
C000000379,"Operates as an acquirer and developer of niche-leading restaurant brands. The Company is also restaurant brand group that grows consumer-oriented dining concepts into national and international brands. The Company's brands include Canyon Cafe, Don Pablos Mexican Kitchen, Hops Restaurant & Bar & Brewery, and McCormick & Schmick's.  ",retail,2005
C000000412,"Arden Group Inc, also known as The Arden Group Inc, is a United States-based fully integrated real estate company that provides services across the entire real estate investment lifecycle. The Firm acquires, develops, manages and leases luxury hotels, resorts and condominiums and office properties in major markets and resort destinations. Its portfolio consists of investments located throughout the United States, including The Ritz-Carlton, Philadelphia; The Ritz-Carlton, Bachelor Gulch, Colorado; The Residences at The Ritz-Carlton, Philadelphia; The Residences at The Ritz-Carlton, Bachelor Gulch; The Omni Colonnade Hotel in Coral Gables, Florida; The Savoy Hotel in South Beach, Florida; Indian Springs Ranch in Jackson, Wyoming; the Chase Manhattan Building in New York State; Seven Penn Center in Philadelphia, and Brickell Bayview Center in Miami; and Mellon Bank Center in Wilmington, Delaware.",retail,1977
C000000487,"AutoZone, Inc. is a retailer and distributor of automotive replacement parts and accessories in the United States. The Company operates through the Auto Parts Locations segment. The Auto Parts Locations segment is a retailer and distributor of automotive parts and accessories. As of February 10, 2018, the Company operated through 6,088 locations in the United States, Puerto Rico, Mexico and Brazil. The Company's stores carry product lines for cars, sport utility vehicles, vans and light trucks, including new and remanufactured automotive hard parts, maintenance items, accessories and non-automotive products. The Company's other operating segments include ALLDATA, which produces, sells and maintains diagnostic and repair information software used in the automotive repair industry, and E-commerce, which includes direct sales to customers through www.autozone.com.",retail,1991
C000000540,"Operates retail clothing stores. The Company sold private-label and brand-name men's apparel in about 500 Casual Male Big & Tall, Repp Ltd. Big & Tall, and B&T Factory stores throughout the US, by catalog, and through its Web sites. It sold its approximately 70 Work 'n Gear stores, which sold work wear, health care uniforms, and specialty outerwear in the Midwest and Northeast. Casual Male exited the licensed footwear business in early 2001 when it sold more than 1,100 licensed footwear departments to Footstar. It filed Chapter 11 soon after. Outlet retailer Designs bought the company in May 2002, integrated its big-and-tall stores to focus on that market, and changed its name to Casual Male Retail Group in August 2002.  ",retail,1986
C000000587,"Barnes & Noble, Inc. is a bookseller. The Company is a content and commerce company, which provides access to trade books and other content across its multi-channel distribution platform. It operates in two segments: Barnes & Noble Retail (B&N Retail) and NOOK. The Company is engaged in the sale of trade books (generally hardcover and paperback consumer titles), mass market paperbacks (such as mystery, romance, science fiction and other fiction), children's books, eBooks and other digital content, textbooks and course-related materials, NOOK and related accessories, bargain books, magazines, gifts, cafe products and services, educational toys and games, music and movies direct to customers through its bookstores or on www.barnesandnoble.com. The Company also offers a textbook rental option to its customers through barnesandnoble.com. The Company offers its customers a suite of textbook options-new, used, digital and rental.",retail,1986
C000000621,"Operates a retail chain selling predominantly domestic merchandise (bed linens, bathroom and kitchen items) and home furnishings (cookware and cutlery, small household appliances, and picture frames). The Company operates approximately 470 stores in 44 states and Puerto Rico. ",retail,1971
C000000639,"Benihana Inc. is a United States-based company owns and operates teppanyaki and sushi style restaurants. The Company operates two other Asian restaurant concepts: RA Sushi and Haru. The Benihana teppanyaki restaurant, offers teppanyaki-style Japanese cuisine in which fresh steak, chicken and seafood are prepared by a chef on a steel teppan grill at the center of the guests' table. Its RA Sushi concept offers sushi and a full menu of Pacific-Rim dishes featuring upbeat design elements and contemporary music. The Company owns or franchises 116 Japanese cuisine restaurants around the world, including its flagship Benihana Teppanyaki brand, as well as the Haru and RA Sushi restaurants.",retail,1964
C000000698,Owns and operates warehouse-style office supply stores.  ,retail,1988
C000000713,"Boston Chicken operates and franchises retail food service stores under the name ""Boston Market"" that specialize in fresh, convenient meals featuring chicken, turkey, ham and meat loaf.",retail,1985
C000000719,Develops fiber optic based computer communications products. The Company manufactures workgroup graphics connectivity systems using fiber optic communications to allow a 386-class computer to support multiple users. The Company also manufactures high resolution graphics terminals that are connected to a PC by a high speed fiber optic cable allowing user to add full color graphics workstation without changing software or adding new hardware.  ,retail,1986
C000000738,"Brinker International, Inc. is engaged in the ownership, operation, development, and franchising of the Chili's Grill & Bar (Chili's) and Maggiano's Little Italy (Maggiano's) restaurant brands. The Company's Chili's operates Bar & Grill category of casual dining. Chili's menu features authentic Fresh Mex and Fresh Tex cuisine, including signature items, such as Baby Back Ribs smoked in-house, Hand-Crafted Burgers served with house-made garlic dill pickles, Mix and Match Fajitas, Tableside Guacamole and house-made Chips and Salsa. Maggiano's is a full-service, casual dining Italian restaurant brand. Its Maggiano's restaurants feature individual and family-style menus, and its restaurants also has banquet facilities designed to host party business or social events. The Company owns, operates or franchises restaurants, which include approximately 1,650 restaurants in the United States, over 30 countries and approximately two territories outside of the United States.",retail,1983
C000000744,"Broadway Stores, Inc. operates 83 department stores under the names The Broadway, Emporium and Weinstocks in the western U.S.",retail,1971
C000000760,"Fullbeauty Brands, Inc. is a United States-based company, which provides plus-size apparels. The Company serves both men and women, offering an unparalleled plus-size assortment, including apparel, lingerie, swimwear, footwear and home decor with over 400,000 stock keeping units. The Company's FULLBEAUTY Brands umbrella include Woman Within (WomanWithin.com), Roaman's (Roamans.com), Jessica London (JessicaLondon.com), swimsuitsforall (swimsuitsforall.com), KingSize (KingSizeDirect.com), BrylaneHome (BrylaneHome.com), and fullbeauty.com, an online marketplace, which offers a curated collection of the finest Brands, and thousands of products, the premier fashion and lifestyle destination for women sizes 12+. The Company also offers products for home, which includes outdoor, bedding and bath, holiday, kitchen, decor, sale, window and furniture. The Company offers accessories, which include bags, jewelry, belts, hats, scarves and gloves, sunglasses, swim accessories, tights and wallets.",retail,1994
C000000767,"Ovation Brands, headquartered in Greer, South Carolina, operates restaurants.",retail,1983
C000000783,"Operates a chain of retail stores which provide business automation systems. The company sells electronic office equipment to large and medium-sized corporations, as well as to small businesses and professionals, through company-owned and franchised stores. The company is an innovator in system integration and local networking of IBM personal computers. The company also markets supplies, diskettes and a letter quality printer under its own name.  ",retail,1982
C000000804,"CDW Corporation (CDW) is a provider of integrated information technology (IT) solutions in the United States and Canada. CDW's range of offerings range from discrete hardware and software products to integrated IT solutions, such as mobility, security, data center optimization, cloud computing, virtualization and collaboration. The Company has two segments: Corporate, which consists of primarily of private sector business customers, and Public, which consists of government agencies and education and healthcare institutions. CDW also has two other operating segments, CDW Advanced Services and Canada (combined together as Other). The Company is a sales channel partner for many original equipment manufacturers (OEMs) and software publishers (collectively, its vendor partners), whose products it sells or include in the solutions CDW offers. The Company helps its customer base of more than 250,000 small, medium and large business, government, education and healthcare customers.",retail,2007
C000000810,"CKE Restaurants, Inc. (CKE Restaurants) owns, operates and franchises quick-service restaurants. The Company's brands include the Carl's Jr., Hardee's, Green Burrito and Red Burrito restaurants. The CKE system includes approximately 3,300 restaurant locations in 42 states and in 28 countries. As of November 5, 2012, 264 of its423 company-operated Carl's Jr. restaurants were dual-branded with Green Burrito and 265 of its 470 company-operated Hardee's restaurants were dual-branded with Red Burrito. Domestic Carl's Jr. restaurants are located in the Western United States, primarily in California, with presence in Texas. International Carl's Jr. restaurants are located primarily in Mexico, with a presence in the rest of Latin America, Russia and Asia. Hardee's restaurants are primarily located throughout the Southeastern and Midwestern United States, with an international presence in the Middle East and Central Asia.",retail,1941
C000000816,"CML Group, Inc. is a specialty marketing company whose principal operations are NordicTrack, Inc. (Nordic Track) and Smith Hawken, Ltd. (Smith & Hawken). NordicTrack, which was acquired in June 1986, designs, sources, and sells physical fitness and exercise equipment and other health-related products under the trade names NordicTrack and Nordic Advantage. Smith & Hawken, which was acquired in February 1993 and conducts its business under the trade name Smith & Hawken, sells gardening tools, work wear, outdoor furniture, plants and accessories.",retail,1969
C000000843,"Owns and operates a drug store chain with primary focus on its pharmacy business. The Company offers a broad selection of general merchandise, presented in a well organized fashion, in stores that are designed to be warm, inviting and easy to shop.  ",retail,1914
C000000918,"Operates as a grocery retailer and wholesaler of food and drugs. The Company operates more than 35 stores including Carr Quality Centers, which sells food, general and drug merchandise, as well as its smaller food stores in more rural areas under the Eagle Quality Centers name and other trade names.  ",retail,1990
C000000923,"Carson Pirie Scott & Co, located in Alabama, United States, offers a wide selection of unique and limited-distribution merchandise.",retail,1902
C000001001,"Operates restaurants. Formerly Chart House Enterprises, the Company operates five signature full-service restaurants in Florida, New York, Virginia, and Washington, DC. The chain is known for its thick-cut steaks, such as a 26-oz. rib eye and a 13-oz. filet mignon, and private smoking dining rooms. Its menu, which is divided into Meat and Not Meat sections, also features chicken, seafood, and oversized salads.  ",retail,1985
C000001012,"Checkers Drive-In Restaurants, Inc. is a United States-based company, which owns and operates a chain of drive-in restaurants that sells chicken and fish burgers. The Company's offered food categories include seared and seasoned burgers, such as Roadhouse Baconzilla, Roadhouse Baconzilla, Big Buford, Baconzilla, Monsterella Double; tender and juicy chicken, such as Monsterella Chicken, Big Chicken Deluxe, Chicken Bites & Fries Box; crispy flaky fish, such as Cheddar Biscuit Shrimp & Fries Box, Deep Sea Double and Crispy Fish Sandwich; grilled hot dogs, such as Chili Cheese Dog and Chili Dog, and crazy good wings, such as Medium buffalo and Asian Kick. The Company also includes categories, such as fry love, which includes Famous Seasoned Fries and Fully Loaded Fries; chill stop, which includes Mango Palooza and Super Strawberry, and sweet sides, such as Caramel Cheese Loaded Cake and Caramel Cheesecake Stacker.",retail,1986
C000001090,"Claire's Stores, Inc. is a specialty retailer of fashionable jewelry and accessories for young women, teens, tweens and kids. The Company operates its stores under two brand names: Claire's and Icing. Its operating segments include North America and Europe. Claire's is its global brand that the Company operates in around 46 countries, which offers a merchandise assortment that appeal to teens, pre-teens and kids. Claire's stores offer approximately 8,500 stock keeping units (SKUs) in various product categories: jewelry, including earrings, as well as its ear piercing service, necklaces, bracelets, body jewelry and rings and accessories, including hair goods; beauty products; personal, fashion, and seasonal accessories, and handbags and small leather goods. Icing is the Company's second brand, which it operates in North America through Company-operated stores and in other markets through franchise stores. Icing offers a merchandise assortment of fashionable products.",retail,1974
C000001195,"Operates large format computer superstores throughout the U.S. Each store is 16,000-30,000 square feet, carrying over 5,000 SKU's of microcomputer hardware, software and peripherals at prices 30%-80% below retail list price. The Company also handles direct corporate and government business through telemarketing groups in each superstore.  ",retail,1989
C000001240,"Big Lots, Inc. is community retailer operating in the United States. As of November 7, 2018, it operated a total of 1,415 stores in 47 states. Its merchandise category includes food, consumables, soft home, hard home, electronics, toys, and accessories. Its food category includes beverage and grocery, snacks and specialty foods departments. The consumables category includes its health, beauty and cosmetics, chemical and pet departments. The soft home category includes the home decor, frames, fashion bedding, home organization and area rugs departments. The hard home category includes small appliances, table top, food preparation, greeting cards and home maintenance departments. The furniture category includes upholstery, mattress, ready-to-assemble and case goods departments. The seasonal category includes lawn & garden, summer, Christmas and other holiday departments. The electronics, toys, and accessories category includes electronics, jewelry, hosiery and toys departments.",retail,2001
C000001286,"Markets and distributes office products to large and medium-sized corporations. The Company's customers select desired products primarily from the 'In-Stock Catalog', place orders by telephone, fax or electronic data interchange and generally receive free, next day delivery via the Company's fleet of trucks.  ",retail,1985
C000001293,"Cost Plus Inc is headquartered in Oakland, California, United States and is a home furnishings retailer. The company offers Furniture, Dinnerware, Outdoor Patio Furniture, Curtains, Rugs, Desks, Chairs, Candles, Lamps, Baskets, Organizers, Shelves, Towels, Canned Baked Beans, Baked Beans Curry Sauces, Carts, Cart With Wheels, Kitchen Carts, Office Carts, Bowls, Ceramics, Dishes, Dinnerware Sets, Dish Sets, Dishes Sets, Kitchen Sets, Kitchenware, Dishware, Dishware Sets, Tableware, Plate Sets, Beverage Accessories, Barware, Coasters, Braided Coasters, Decorative Coasters, Snacks, Sweets, Office Organizers, Dinner Plates, Beaded Coasters, Polypropylene Coasters, Outdoor Coasters, Living Room Chairs, Accent Chairs, Upholstered Chairs, Living Room Furniture, Velvet Chairs, Kitchen Items, Kitchen Tools, Kitchen Supplies, Kitchen Accessories, Gift Sets, Outdoor Furniture, Deck Furniture, Outdoor Decors, Patio Sofas, Outdoor Sofas, Armchairs, Occasional Chairs, Outdoor Chairs.",retail,1946
C000001294,"Operates a chain of wholesale cash and carry membership warehouses which sell nationally branded merchandise at low prices to businesses purchasing for commercial use or resale. A division of the Company, Costco Wholesale Industries, operates manufacturing businesses, including special food packaging, optical laboratories, meat processing and jewelry distribution.  ",retail,1983
C000001343,Operates a chain of grocery stores.  ,retail,1988
C000001415,"Deb Shops, Inc. (DEB) operates 336 women's and men's specialty apparel retail stores in regional malls and strip shopping centers principally located in the East and Midwest regions of the United States. The Company operates 328 stores under the name DEB, which offer women's sportswear, dresses, coats, lingerie, accessories, and shoes for junior and plus sizes. DEB merchandise consists of clothing and accessories for junior and plus-sized female consumers between the ages of 13 and 25. In addition, it operates three outlet stores under the name CSO. The outlet stores offer the same merchandise as DEB at reduced prices and serve as clearance stores for slow-moving inventory. One hundred and eighty-one of the DEB stores contain plus-size departments. Deb Shops, Inc. also operates six apparel retail stores under the name Tops 'N Bottoms. The Tops 'N Bottoms stores sell men's and women's apparel. Thirteen of the DEB stores contain Tops 'N Bottoms departments.",retail,1979
C000001479,"Discount Auto Parts, Inc., which operates directly and through its wholly owned subsidiaries, is a specialty retailer and supplier of automotive replacement parts, maintenance items and accessories to both ""Do-It-Yourself"" (DIY) consumers and professional mechanics and service technicians. Each Discount Auto Parts store carries an extensive line of brand name replacement ""hard"" parts, such as starters, alternators, brake pads, brake shoes and water pumps, for domestic and imported cars, vans and light trucks, as well as brand name maintenance items and accessories. The Company does not sell tires or perform automotive repairs or installations. In November 2001, the Company was acquired by Advance Auto Parts, Inc.",retail,1971
C000001489,"Operates discount variety stores offering merchandise for $1 or less. The Company offers gift bags, party supplies, housewares, seasonal decor, candy and food, toys, health and beauty care, gifts, stationery, books, and a variety of consumer items.  ",retail,1986
C000001539,Retail and mail order discount marine accessories. The Company is a retailer of marine supplies and a mail order catalog.  ,retail,1996
C000001546,"ELXSI Corporation, through its CUES Inc. division, manufactures robotic video inspection equipment, repair equipment, and asset management software for waste-water pipelines and drainage systems worldwide. CUES Inc. also provides consulting and specialty services related to pipeline and utility maintenance for governments and contractors in both domestic and international markets. In addition, CUES Inc. offers CCTV, LASER, LIDAR, RADAR, and SONAR inspection systems, grouting systems, and subterranean infrastructure location technology spanning various market sectors. The company operates five Bickford's Family Restaurants located in Massachusetts and New Hampshire. It has satellite locations in the Middle East, Australia, Central and South America, and Asia.",retail,1980
C000001560,"Eagle Hardware & Garden, Inc. retail chain of home improvement warehouses. ",retail,1989
C000001576,Operates as a drug store chain that focuses on the sale of prescription and over-the-counter drugs.  ,retail,1961
C000001585,"ENBC Corp. which operates specialty retail stores that feature fresh-baked bagels, proprietary cream cheeses, specialty coffees and teas and soups, salads and sandwiches under the Einstein Bros. Bagels and Noah's New York Bagels brand names. As of January 2, 2001, there were 458 Company stores in operation in 45 designated market areas (DMAs), including 371 Einstein Bros. Bagels stores in 38 DMAs throughout the United States, and 87 Noah's New York Bagels stores in seven DMAs located in northern California, portions of Los Angeles, Portland and Seattle/Tacoma. The Company also licenses three Einstein Bros. Bagels stores located in Phoenix, Arizona, Washington, DC and Winter Park, Colorado, and two Noah's New York Bagels stores located in the San Francisco and San Jose International Airports. On April 27, 2000, ENBC and its majority-owned subsidiary, Einstein/Noah Bagel Partners, L.P., filed petitions for reorganization under Chapter 11 of the Bankruptcy Code.",retail,1995
C000001597,"Electro Rent Corporation is a United States-based company, which provides rental, leasing and sales of general purpose electronic test equipment, personal computers and servers. The Company offers products under categories, which include electrical and power test products, used equipment products and telecommunication test equipment. Its electrical and power test products include battery test sets, relay test sets and circuit breaker. Its used test equipment categories include industrial/electrical testing, electronic test and measurement, and communications testing. Its telecommunication test equipment offers equipment for tower/distributed antenna system (DAS)/base station, transmission, wireline/structured cabling and optical. It offers services, such as rent/lease options, new equipment sales, used equipment sales, rent to own programs and full-service solutions. It offers equipment for applications, including load pull and memory test.",retail,1965
C000001646,"Entre Computer Centers, Inc. franchises retail computer centers. The Company also provides various services to franchisees which are related to the setup of the retail outlets, such as site selection, stock layout, personal recruiting and training and product evaluation. The Company sells the products of over 100 different manufacturers. ",retail,1981
C000001718,"JO-ANN STORES, LLC is a United States-based fabric and craft online retailer. The Company offers its products in a range of categories, including fabric, home decor fabric, sewing supplies, yarn and needle arts, paper crafting, crafts and hobbies, art supplies and painting, jewelry-making, baking and party, kids and teachers, floral and wedding, and home decor and holiday. Fabric offers quilt fabric, flannel fabric, fashion apparel, nursery fabric, team fabric, home decor fabric, designer and brands and holiday fabric. Sewing supplies include machine and furniture, iron, steamers and accessories, thread, buttons, zippers, foam, sewing and quilting supplies. Paper crafting offers die-cut machines, tools and machines, scrapbook albums, paper, journaling and planners and stationary. Baking and party includes cake pans and bakeware, fondant and icing sprinkles and decorations and baby shower.",retail,1943
C000001735,"Farm Fresh, Inc. is a Virginia supermarket chain operating in the Hampton Roads, metropolitan Richmond and Shenandoah Valley areas of Virginia. The Company operates supermarkets with three formats: combination stores operating primarily under the name ""Farm Fresh,"" super warehouse stores operating under the name ""Rack & Sack"" and stores marketed as ""3 Stores, 1 Roof"" that combine an expanded perishables presentation, a super warehouse store and an expanded discount drug store/pharmacy. The Company is a wholly owned subsidiary of FF Holdings Corporation, which was incorporated in 1988 to acquire the Company.",retail,1957
C000001876,"Operates as a fast food franchiser. The Company owns, operates and franchises Jack In The Box quick-service hamburger restaurants and Qdoba Mexican Grill fast-casual restaurants. Jack In The Box restaurants are located primarily in the western and southern United States. The Jack In The Box menu features a variety of hamburgers, salads, specialty sandwiches, tacos, drinks and side items.  ",retail,1951
C000001925,"Frisch's Restaurants, Inc. is a United States-based company that operates family-style restaurants under the name Frisch's Big Boy. As of June 30, 2014, the Company operated 96 Frisch's Big Boy restaurants. Additionally, the Company licensed the rights to operate 25 Frisch's Big Boy restaurants to other operators. All of the restaurants licensed to other operators are located in various markets within the states of Ohio, Kentucky and Indiana.  The Company's Frisch's Big Boy restaurants are full service family-style restaurants. All of the restaurants offer drive-thru service. Its standardized menu includes the original Big Boy double-deck hamburger sandwich, onion rings and hot fudge cake for dessert. Other menu selections include sandwiches, pasta, roast beef, chicken and seafood dinners, desserts, non-alcoholic beverages and other items. In addition, it also offers Primetime Burgers, Buffalo Bites 'n Fries and a breakfast menu.",retail,1947
C000001938,"Furr's Restaurant Group, Inc. is an operators of family-style cafeteria restaurants in the United States. The Company's cafeterias and buffets are operated under the Furr's and Bishop's names. The Company's 89 cafeterias and two buffets are located in 11 states in the Southwest, West and Midwest. In addition, the Company operates Dynamic Foods, a preparation, processing and distribution division, in Lubbock, Texas. Dynamic Foods provides in excess of 85% of the food and supply requirements of the Company's cafeteria and buffet restaurants. Dynamic Foods also sells bakery items and various prepared foods to the restaurant, food service and retail markets. In January 2003, the Company filed a voluntary petition for protection under Chapter 11 of the United States Bankruptcy Code.",retail,1991
C000001954,"Owns and operates casual apparel and related accessory stores for teenagers. The Company operates 111 stores in both metropolitan and middle markets in 20 states throughout the Southwestern, Midwestern and Southeastern regions of the U.S. The merchandise includes high visibility names such as Mossimo, Calvin Klein, Dr. Martens and Oakley.  ",retail,1982
C000001964,"The Gap, Inc. (Gap Inc.) is an apparel retail company. The Company offers apparel, accessories and personal care products for men, women and children under the Gap, Banana Republic, Old Navy, Athleta and Intermix brands. Its products are available to customers online through Company-owned Websites and through the use of third-parties that provide logistics and fulfillment services. In addition to operating in the specialty, outlet, online and franchise channels, it also uses the Company's omni-channel capabilities to bridge the digital world and physical stores. Its omni-channel services, including order-in-store, reserve-in-store, find-in-store and ship-from-store are tailored across its portfolio of brands. It also sells products that are designed and manufactured by branded third-parties, especially at its Intermix brands. It has Company-operated stores in the United States, Canada, the United Kingdom, France, Ireland, Japan, Italy, China, Hong Kong, Taiwan, and Mexico.",retail,1988
C000001966,"Garden Ridge Corp, headquartered in Houston, Texas, is a home dAcor superstore that provides endless possibilities at an unbeatable value.",retail,1979
C000002088,"The Great Atlantic & Pacific Tea Company, Inc. (A&P) is engaged in the retail food business. The Company operates in four segments: Fresh, Pathmark, Gourmet and Other. Its other segment includes its Discount and Wine, Beer and Spirits businesses. As of February 26, 2011, the Company operated 393 stores averaging approximately 42,000 square feet per store. Operating under the trade names A&P, SuperFresh, Waldbaum's, Super Foodmart, Food Basics, The Food Emporium, Best Cellars, Best Cellars at A&P, Pathmark and Pathmark Sav-A-Center, the Company sells groceries, meats, fresh produce and other items commonly offered in supermarkets and wine, beer and spirits in its Best Cellars and Best Cellars at A&P locations. On December 12, 2010, the Company and all of its United States subsidiaries filed voluntary petitions for relief under chapter 11 of title 11 of the United States Bankruptcy Code in the United States Bankruptcy Court for the Southern District of New York in White Plains.",retail,1859
C000002127,"Guitar Center, Inc. is a United States-based company, which is a retailer of musical instruments and recording equipment. The Company offers a range of guitars, basses, amplifiers, keyboards, workstations, drums, percussion, microphones, public address system (PA systems), DJ equipment, stage lighting, recording software and studio gear. The Company operates Guitar Center and Music & Arts retail stores across the United States. The Company is also the direct response retailer of musical instruments and related products through its subsidiaries Musician's Friend, Inc., Music123, Inc., Woodwind & Brasswind, Inc., and their catalogs and Websites.",retail,1959
C000002132,"The Gymboree Corporation is a children's apparel specialty retailer in North America. The Company's segments include Retail Stores (including online stores) and International Retail Franchise (Retail Franchise). It is engaged in offering collections of apparel and accessories under the Gymboree, Janie and Jack, and Crazy 8 brands. Its brands operate in retail store locations, including outlets, online and franchise channels. The Gymboree brand offers apparel and accessories for boys and girls. Gymboree Outlet stores provide mix-and-match children's apparel and accessories in the various size ranges. Janie and Jack shops offer clothing and accessories for boys and girls in sizes from newborn through 12 years. Shops have a European style reminiscent of a small Parisian boutique. Crazy 8 offers clothes for kids. Styles are designed for kids wanting to wear clothes their own way. Crazy 8 offers clothes in sizes from six months through 14 years.",retail,1992
C000002226,"Hechinger Company is a retailer of products and services for the care, repair, remodeling and maintenance of the home and garden. As of 4/99, the Company operated 206 stores under the Hechinger, Home Quarter Warehouse and Builders Square names.",retail,1986
C000002264,Own and operate retail department stores and shoe stores.  ,retail,1985
